academy,"{{tts en_US:academy}}
【等級】Level 6
【翻譯】學院；研究院
【搭配詞】military academy / academy award / academy student
【例句】He trained at a military academy.
{{tts en_US:He trained at a military academy.}}
【用法說明】academy 常指學院／訓練機構
【翻譯】他曾在軍校受訓。"
accelerate,"{{tts en_US:accelerate}}
【等級】Level 5
【翻譯】加速；促進
【搭配詞】accelerate growth / accelerate the process / accelerate quickly
【例句】The car began to accelerate on the highway.
{{tts en_US:The car began to accelerate on the highway.}}
【用法說明】accelerate 常用於車速、變化、進展
【翻譯】那輛車在高速公路上開始加速。"
accent,"{{tts en_US:accent}}
【等級】Level 4
【翻譯】口音；重音
【搭配詞】British accent / strong accent / local accent
【例句】She speaks English with a British accent.
{{tts en_US:She speaks English with a British accent.}}
【用法說明】with a ... accent
【翻譯】她說英文時帶有英國口音。"
accept,"{{tts en_US:accept}}
【等級】Level 2
【翻譯】接受；同意
【搭配詞】accept an offer / accept responsibility / accept defeat
【例句】I decided to accept the offer.
{{tts en_US:I decided to accept the offer.}}
【用法說明】accept + 提議／邀請／結果
【翻譯】我決定接受這份提議。"
acceptable,"{{tts en_US:acceptable}}
【等級】Level 3
【翻譯】可接受的；合格的
【搭配詞】acceptable quality / acceptable result / socially acceptable
【例句】Your explanation sounds acceptable to me.
{{tts en_US:Your explanation sounds acceptable to me.}}
【用法說明】be acceptable to + 人
【翻譯】你的解釋對我來說可以接受。"
acceptance,"{{tts en_US:acceptance}}
【等級】Level 4
【翻譯】接受；接納；錄取
【搭配詞】gain acceptance / acceptance letter / social acceptance
【例句】It took time for him to gain acceptance.
{{tts en_US:It took time for him to gain acceptance.}}
【用法說明】gain / find acceptance
【翻譯】他花了一些時間才被接納。"
access,"{{tts en_US:access}}
【等級】Level 4
【翻譯】使用權；進入；存取
【搭配詞】access the website / have access to / easy access
【例句】Students can access the website for free.
{{tts en_US:Students can access the website for free.}}
【用法說明】access + 網站／資料／服務
【翻譯】學生可以免費使用這個網站。"
accessible,"{{tts en_US:accessible}}
【等級】Level 5
【翻譯】可到達的；易使用的
【搭配詞】accessible building / easily accessible / accessible to everyone
【例句】The building is accessible to wheelchair users.
{{tts en_US:The building is accessible to wheelchair users.}}
【用法說明】be accessible to + 人
【翻譯】這棟建築對輪椅使用者也很方便進出。"
accessory,"{{tts en_US:accessory}}
【等級】Level 6
【翻譯】配件；飾品
【搭配詞】fashion accessory / hair accessory / phone accessory
【例句】A scarf can be a simple fashion accessory.
{{tts en_US:A scarf can be a simple fashion accessory.}}
【用法說明】fashion / car / phone accessory
【翻譯】圍巾可以是簡單的時尚配件。"
accident,"{{tts en_US:accident}}
【等級】Level 2
【翻譯】意外；事故
【搭配詞】car accident / by accident / traffic accident
【例句】She broke the vase by accident.
{{tts en_US:She broke the vase by accident.}}
【用法說明】by accident = 不小心地
【翻譯】她不小心打破了花瓶。"
acute,"{{tts en_US:acute}}
【等級】Level 5
【翻譯】嚴重的；敏銳的；急性的
【搭配詞】acute pain / acute problem / acute shortage
【例句】The patient felt acute pain in his chest.
{{tts en_US:The patient felt acute pain in his chest.}}
【用法說明】acute 常描述 pain / problem / shortage
【翻譯】病人胸口感到劇烈疼痛。"
adapt,"{{tts en_US:adapt}}
【等級】Level 4
【翻譯】適應；改編
【搭配詞】adapt to change / adapt quickly / adapt a story
【例句】It took her time to adapt to city life.
{{tts en_US:It took her time to adapt to city life.}}
【用法說明】adapt to + 新環境／改變
【翻譯】她花了一些時間才適應都市生活。"
adaptation,"{{tts en_US:adaptation}}
【等級】Level 6
【翻譯】改編；適應
【搭配詞】film adaptation / adaptation of a novel / cultural adaptation
【例句】The film is an adaptation of a novel.
{{tts en_US:The film is an adaptation of a novel.}}
【用法說明】an adaptation of + 作品
【翻譯】這部電影改編自一部小說。"
add,"{{tts en_US:add}}
【等級】Level 1
【翻譯】加入；增加
【搭配詞】add sugar / add value / add up
【例句】Don't add too much sugar.
{{tts en_US:Don't add too much sugar.}}
【用法說明】add + 東西
【翻譯】不要加太多糖。"
addict,"{{tts en_US:addict}}
【等級】Level 4
【翻譯】上癮的人；沉迷者
【搭配詞】game addict / shopping addict / social media addict
【例句】He's a video game addict.
{{tts en_US:He's a video game addict.}}
【用法說明】addict 常指對某事上癮的人
【翻譯】他是個電玩迷。"
addiction,"{{tts en_US:addiction}}
【等級】Level 6
【翻譯】成癮；沉迷
【搭配詞】phone addiction / addiction to games / addiction problem
【例句】Phone addiction is a common problem now.
{{tts en_US:Phone addiction is a common problem now.}}
【用法說明】addiction to + 事物
【翻譯】現在手機成癮是常見問題。"
addition,"{{tts en_US:addition}}
【等級】Level 2
【翻譯】增加；加法；附加物
【搭配詞】in addition to / recent addition / room addition
【例句】In addition to English, she speaks French.
{{tts en_US:In addition to English, she speaks French.}}
【用法說明】in addition to + 名詞
【翻譯】除了英文之外，她也會說法文。"
additional,"{{tts en_US:additional}}
【等級】Level 3
【翻譯】額外的；附加的
【搭配詞】additional time / additional information / additional cost
【例句】We need additional time to finish this.
{{tts en_US:We need additional time to finish this.}}
【用法說明】additional + 名詞
【翻譯】我們需要更多時間完成這件事。"
address,"{{tts en_US:address}}
【等級】Level 2
【翻譯】地址；處理；向…發言
【搭配詞】home address / address a problem / address the audience
【例句】The president will address the nation tonight.
{{tts en_US:The president will address the nation tonight.}}
【用法說明】address + 問題／群眾；也可作地址
【翻譯】總統今晚將向全國發表談話。"
adequate,"{{tts en_US:adequate}}
【等級】Level 4
【翻譯】足夠的；適當的
【搭配詞】adequate time / adequate food / adequate for the job
【例句】The room is adequate for a short stay.
{{tts en_US:The room is adequate for a short stay.}}
【用法說明】be adequate for + 用途
【翻譯】這個房間短住是夠用的。"
adjust,"{{tts en_US:adjust}}
【等級】Level 4
【翻譯】調整；適應
【搭配詞】adjust to a new life / adjust the seat / adjust quickly
【例句】You'll need time to adjust to the new schedule.
{{tts en_US:You'll need time to adjust to the new schedule.}}
【用法說明】adjust to + 新情況
【翻譯】你需要一些時間適應新的時間表。"
adjustment,"{{tts en_US:adjustment}}
【等級】Level 4
【翻譯】調整；適應
【搭配詞】make an adjustment / price adjustment / minor adjustment
【例句】The company made a small price adjustment.
{{tts en_US:The company made a small price adjustment.}}
【用法說明】make an adjustment / adjustment to
【翻譯】公司做了小幅價格調整。"
administration,"{{tts en_US:administration}}
【等級】Level 5
【翻譯】管理；行政部門
【搭配詞】school administration / public administration / the administration
【例句】The school administration announced the new policy.
{{tts en_US:The school administration announced the new policy.}}
【用法說明】administration 常指管理單位／行政部門
【翻譯】校方宣布了新政策。"
administrative,"{{tts en_US:administrative}}
【等級】Level 5
【翻譯】行政的；管理的
【搭配詞】administrative work / administrative staff / administrative task
【例句】She handles administrative work in the office.
{{tts en_US:She handles administrative work in the office.}}
【用法說明】administrative work / task / staff
【翻譯】她在辦公室負責行政工作。"
administrator,"{{tts en_US:administrator}}
【等級】Level 5
【翻譯】管理員；行政人員
【搭配詞】system administrator / school administrator / database administrator
【例句】The system administrator fixed the problem.
{{tts en_US:The system administrator fixed the problem.}}
【用法說明】administrator 常指管理者／系統管理員
【翻譯】系統管理員解決了這個問題。"
admirable,"{{tts en_US:admirable}}
【等級】Level 4
【翻譯】令人佩服的；值得讚賞的
【搭配詞】admirable effort / admirable quality / admirable courage
【例句】Her patience is admirable.
{{tts en_US:Her patience is admirable.}}
【用法說明】admirable 常描述品質或行為值得敬佩
【翻譯】她的耐心令人佩服。"
admiral,"{{tts en_US:admiral}}
【等級】Level 6
【翻譯】海軍上將
【搭配詞】navy admiral / retired admiral / admiral in command
【例句】The admiral spoke to the crew before the mission.
{{tts en_US:The admiral spoke to the crew before the mission.}}
【用法說明】admiral = 海軍上將
【翻譯】那位海軍上將在任務前對船員說話。"
admiration,"{{tts en_US:admiration}}
【等級】Level 4
【翻譯】欽佩；讚賞
【搭配詞】with admiration / deep admiration / feel admiration for
【例句】I looked at her work with admiration.
{{tts en_US:I looked at her work with admiration.}}
【用法說明】with admiration
【翻譯】我帶著敬佩看著她的作品。"
admire,"{{tts en_US:admire}}
【等級】Level 3
【翻譯】欣賞；欽佩
【搭配詞】admire someone / admire the view / admire courage
【例句】I really admire your confidence.
{{tts en_US:I really admire your confidence.}}
【用法說明】admire + 人／特質
【翻譯】我真的很欣賞你的自信。"
admission,"{{tts en_US:admission}}
【等級】Level 4
【翻譯】承認；入場；錄取
【搭配詞】admission ticket / admission to college / free admission
【例句】Admission to the museum is free on Sundays.
{{tts en_US:Admission to the museum is free on Sundays.}}
【用法說明】admission to + 地方／學校
【翻譯】這間博物館星期天免費入場。"
admit,"{{tts en_US:admit}}
【等級】Level 2
【翻譯】承認；准許進入
【搭配詞】admit a mistake / admit the truth / admit students
【例句】He finally admitted his mistake.
{{tts en_US:He finally admitted his mistake.}}
【用法說明】admit + 錯誤／事實
【翻譯】他終於承認了自己的錯誤。"
adolescence,"{{tts en_US:adolescence}}
【等級】Level 6
【翻譯】青春期
【搭配詞】during adolescence / early adolescence / adolescence and growth
【例句】Many people struggle with change during adolescence.
{{tts en_US:Many people struggle with change during adolescence.}}
【用法說明】during adolescence
【翻譯】很多人在青春期會對改變感到掙扎。"
adolescent,"{{tts en_US:adolescent}}
【等級】Level 5
【翻譯】青少年的；青少年
【搭配詞】adolescent boys / adolescent development / adolescent health
【例句】The program is designed for adolescent boys.
{{tts en_US:The program is designed for adolescent boys.}}
【用法說明】adolescent 可作形容詞或名詞
【翻譯】這個計畫是為青少年男孩設計的。"
adopt,"{{tts en_US:adopt}}
【等級】Level 4
【翻譯】採用；收養
【搭配詞】adopt a child / adopt a policy / adopt a method
【例句】They decided to adopt a child.
{{tts en_US:They decided to adopt a child.}}
【用法說明】adopt + child / idea / method
【翻譯】他們決定收養一個孩子。"
adore,"{{tts en_US:adore}}
【等級】Level 5
【翻譯】非常喜愛；熱愛
【搭配詞】adore her dog / adore music / absolutely adore
【例句】She absolutely adores her dog.
{{tts en_US:She absolutely adores her dog.}}
【用法說明】adore + 人／動物／事物
【翻譯】她非常愛她的狗。"
adult,"{{tts en_US:adult}}
【等級】Level 2
【翻譯】成年人；成人的
【搭配詞】adult life / adult student / become an adult
【例句】The course is open to adults of all ages.
{{tts en_US:The course is open to adults of all ages.}}
【用法說明】adult 可作名詞或形容詞
【翻譯】這門課對各年齡層的成年人開放。"
advance,"{{tts en_US:advance}}
【等級】Level 2
【翻譯】前進；進展；預先
【搭配詞】in advance / advance payment / make an advance
【例句】We paid for the tickets in advance.
{{tts en_US:We paid for the tickets in advance.}}
【用法說明】in advance = 提前
【翻譯】我們提前付了票錢。"
advanced,"{{tts en_US:advanced}}
【等級】Level 3
【翻譯】進階的；先進的
【搭配詞】advanced class / advanced technology / advanced level
【例句】She's taking an advanced math class this year.
{{tts en_US:She's taking an advanced math class this year.}}
【用法說明】advanced + 課程／技術／程度
【翻譯】她今年在修進階數學課。"
advantage,"{{tts en_US:advantage}}
【等級】Level 3
【翻譯】優勢；好處
【搭配詞】have an advantage / take advantage of / major advantage
【例句】Working from home has many advantages.
{{tts en_US:Working from home has many advantages.}}
【用法說明】have / offer an advantage
【翻譯】在家工作有很多優點。"
adventure,"{{tts en_US:adventure}}
【等級】Level 3
【翻譯】冒險；奇遇
【搭配詞】go on an adventure / sense of adventure / travel adventure
【例句】We went on an adventure in the mountains.
{{tts en_US:We went on an adventure in the mountains.}}
【用法說明】go on an adventure
【翻譯】我們去山裡冒險了。"
adverse,"{{tts en_US:adverse}}
【等級】Level 5
【翻譯】不利的；有害的
【搭配詞】adverse effects / adverse weather / adverse reaction
【例句】The medicine had no adverse effects.
{{tts en_US:The medicine had no adverse effects.}}
【用法說明】adverse effects / conditions / reaction
【翻譯】這種藥沒有不良副作用。"
advice,"{{tts en_US:advice}}
【等級】Level 2
【翻譯】建議；忠告
【搭配詞】give advice / ask for advice / take advice
【例句】Thanks for your advice.
{{tts en_US:Thanks for your advice.}}
【用法說明】advice 為不可數名詞
【翻譯】謝謝你的建議。"
advise,"{{tts en_US:advise}}
【等級】Level 3
【翻譯】建議；勸告
【搭配詞】advise you to / strongly advise / advise against
【例句】I advise you to wait a little longer.
{{tts en_US:I advise you to wait a little longer.}}
【用法說明】advise + 人 + to V
【翻譯】我建議你再等一下。"
adviser/advisor,"{{tts en_US:adviser/advisor}}
【等級】Level 3
【翻譯】顧問；指導老師
【搭配詞】talk to your adviser / financial advisor / academic adviser
【例句】Talk to your adviser before choosing your classes.
{{tts en_US:Talk to your adviser before choosing your classes.}}
【用法說明】adviser / advisor 都可指顧問、指導老師
【翻譯】選課前先和你的指導老師談談。"
advisory,"{{tts en_US:advisory}}
【等級】Level 6
【翻譯】顧問的；諮詢的
【搭配詞】advisory board / advisory role / advisory group
【例句】The committee serves in an advisory role.
{{tts en_US:The committee serves in an advisory role.}}
【用法說明】advisory role / board / group
【翻譯】這個委員會扮演的是顧問角色。"
advocate,"{{tts en_US:advocate}}
【等級】Level 5
【翻譯】提倡；擁護者
【搭配詞】advocate for change / advocate a policy / human rights advocate
【例句】She advocates for better public health care.
{{tts en_US:She advocates for better public health care.}}
【用法說明】advocate for + 事物
【翻譯】她倡議更好的公共醫療照護。"
aesthetic,"{{tts en_US:aesthetic}}
【等級】Level 6
【翻譯】美學的；美感
【搭配詞】clean aesthetic / aesthetic appeal / aesthetic style
【例句】They love the café's clean aesthetic.
{{tts en_US:They love the café's clean aesthetic.}}
【用法說明】aesthetic 常描述風格與美感
【翻譯】他們很喜歡這家咖啡店簡潔的美感。"
accidental,"{{tts en_US:accidental}}
【等級】Level 4
【翻譯】意外的；非故意的
【搭配詞】accidental death / accidental damage / accidental mistake
【例句】It was an accidental mistake, not a lie.
{{tts en_US:It was an accidental mistake, not a lie.}}
【用法說明】accidental + 名詞
【翻譯】那是個無心的失誤，不是說謊。"
acclaim,"{{tts en_US:acclaim}}
【等級】Level 6
【翻譯】稱讚；高度讚賞
【搭配詞】critical acclaim / win acclaim / receive acclaim
【例句】The film won critical acclaim.
{{tts en_US:The film won critical acclaim.}}
【用法說明】win / receive acclaim
【翻譯】這部電影獲得了影評高度讚賞。"
accommodate,"{{tts en_US:accommodate}}
【等級】Level 5
【翻譯】容納；配合；提供住宿
【搭配詞】accommodate guests / accommodate needs / can accommodate
【例句】This hotel can accommodate up to 200 guests.
{{tts en_US:This hotel can accommodate up to 200 guests.}}
【用法說明】accommodate + 人數／需求
【翻譯】這間飯店最多可容納兩百位客人。"
accommodation,"{{tts en_US:accommodation}}
【等級】Level 5
【翻譯】住宿；住處
【搭配詞】find accommodation / book accommodation / student accommodation
【例句】We found cheap accommodation near the station.
{{tts en_US:We found cheap accommodation near the station.}}
【用法說明】find / book accommodation
【翻譯】我們在車站附近找到便宜的住宿。"
accompany,"{{tts en_US:accompany}}
【等級】Level 4
【翻譯】陪同；伴隨
【搭配詞】accompany a friend / accompany him to / accompany the song
【例句】She accompanied her friend to the hospital.
{{tts en_US:She accompanied her friend to the hospital.}}
【用法說明】accompany + 人 + to + 地點
【翻譯】她陪朋友去了醫院。"
accord,"{{tts en_US:accord}}
【等級】Level 5
【翻譯】一致；符合
【搭配詞】in accord with / in full accord / accord with policy
【例句】The decision is in accord with company policy.
{{tts en_US:The decision is in accord with company policy.}}
【用法說明】in accord with = 與…一致
【翻譯】這項決定符合公司政策。"
accordance,"{{tts en_US:accordance}}
【等級】Level 6
【翻譯】依照；一致
【搭配詞】in accordance with / accordance with the law / full accordance
【例句】The work was done in accordance with the rules.
{{tts en_US:The work was done in accordance with the rules.}}
【用法說明】in accordance with + 規則／法律
【翻譯】這項工作是依照規定完成的。"
accordingly,"{{tts en_US:accordingly}}
【等級】Level 6
【翻譯】因此；相應地
【搭配詞】act accordingly / adjust accordingly / plan accordingly
【例句】The schedule changed, and we adjusted accordingly.
{{tts en_US:The schedule changed, and we adjusted accordingly.}}
【用法說明】accordingly 常放句尾，表示因此
【翻譯】行程改了，所以我們也相應調整了。"
account,"{{tts en_US:account}}
【等級】Level 2
【翻譯】帳戶；說明；占比
【搭配詞】bank account / account for / social media account
【例句】Please account for every dollar you spend.
{{tts en_US:Please account for every dollar you spend.}}
【用法說明】account for = 說明／占比；也可作帳戶
【翻譯】請交代你花的每一塊錢。"
accountable,"{{tts en_US:accountable}}
【等級】Level 6
【翻譯】需負責的；有責任的
【搭配詞】be accountable for / hold someone accountable / fully accountable
【例句】Managers are accountable for their team's results.
{{tts en_US:Managers are accountable for their team's results.}}
【用法說明】be accountable for + 事
【翻譯】主管要對團隊的成果負責。"
accountant,"{{tts en_US:accountant}}
【等級】Level 4
【翻譯】會計師；會計人員
【搭配詞】work as an accountant / certified accountant / public accountant
【例句】My sister works as an accountant.
{{tts en_US:My sister works as an accountant.}}
【用法說明】work as an accountant
【翻譯】我姊姊的工作是會計師。"
accounting,"{{tts en_US:accounting}}
【等級】Level 5
【翻譯】會計；會計學
【搭配詞】study accounting / accounting firm / accounting system
【例句】He studied accounting in college.
{{tts en_US:He studied accounting in college.}}
【用法說明】study / work in accounting
【翻譯】他大學讀的是會計。"
accumulate,"{{tts en_US:accumulate}}
【等級】Level 6
【翻譯】累積；聚積
【搭配詞】accumulate wealth / accumulate dust / accumulate experience
【例句】Dust quickly accumulates on this shelf.
{{tts en_US:Dust quickly accumulates on this shelf.}}
【用法說明】accumulate 可作自動詞或 accumulate + 名詞
【翻譯】這個架子很快就會積灰塵。"
accumulation,"{{tts en_US:accumulation}}
【等級】Level 6
【翻譯】累積；堆積
【搭配詞】accumulation of stress / accumulation of wealth / fat accumulation
【例句】The accumulation of stress can affect your health.
{{tts en_US:The accumulation of stress can affect your health.}}
【用法說明】the accumulation of + 名詞
【翻譯】壓力的累積會影響健康。"
accuracy,"{{tts en_US:accuracy}}
【等級】Level 4
【翻譯】準確性；精確度
【搭配詞】check accuracy / improve accuracy / high accuracy
【例句】We checked the report for accuracy.
{{tts en_US:We checked the report for accuracy.}}
【用法說明】check / improve accuracy
【翻譯】我們檢查了這份報告的準確性。"
accurate,"{{tts en_US:accurate}}
【等級】Level 3
【翻譯】準確的；精確的
【搭配詞】accurate information / accurate result / highly accurate
【例句】The weather forecast was accurate today.
{{tts en_US:The weather forecast was accurate today.}}
【用法說明】be accurate
【翻譯】今天天氣預報很準。"
accusation,"{{tts en_US:accusation}}
【等級】Level 6
【翻譯】指控；控告
【搭配詞】deny the accusation / serious accusation / face an accusation
【例句】He denied the accusation immediately.
{{tts en_US:He denied the accusation immediately.}}
【用法說明】deny / face an accusation
【翻譯】他立刻否認了這項指控。"
accuse,"{{tts en_US:accuse}}
【等級】Level 4
【翻譯】指控；控告
【搭配詞】accuse him of cheating / falsely accuse / accuse someone of
【例句】They accused him of cheating.
{{tts en_US:They accused him of cheating.}}
【用法說明】accuse + 人 + of + V-ing
【翻譯】他們指控他作弊。"
accustom,"{{tts en_US:accustom}}
【等級】Level 6
【翻譯】使習慣
【搭配詞】accustom yourself to / become accustomed to / accustom children to
【例句】You'll soon accustom yourself to the noise.
{{tts en_US:You'll soon accustom yourself to the noise.}}
【用法說明】accustom oneself to + 事物
【翻譯】你很快就會習慣這個噪音。"
ache,"{{tts en_US:ache}}
【等級】Level 3
【翻譯】疼痛；感到疼痛
【搭配詞】my head aches / stomach ache / aching legs
【例句】My legs ache after a long walk.
{{tts en_US:My legs ache after a long walk.}}
【用法說明】ache 可作動詞或名詞
【翻譯】走了很久之後，我的腿很痠。"
achieve,"{{tts en_US:achieve}}
【等級】Level 3
【翻譯】達成；實現
【搭配詞】achieve a goal / achieve success / achieve results
【例句】She worked hard to achieve her goal.
{{tts en_US:She worked hard to achieve her goal.}}
【用法說明】achieve + goal / success / result
【翻譯】她努力去實現自己的目標。"
